개방자치단체코드,관리번호,낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,낚시터전화번호,수면적,주요어종,최대수용인원,수상시설물유형,이용요금,주요포인트,안전시설현황,편익시설현황,주변관광지,관리기관전화번호,관리기관명,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
5530000,202555300001000014,양석낚시터,저수지,경기도 화성시 향남읍 하길리 504-1 외 2필지,경기도 화성시 향남읍 하길리 504-1 외 2필지,37.10886824,126.9240506,031-353-8514,2699,붕어+잉어,80,고정형,20000,낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,제암리3.1운동순국유적지,031-5189-3162,경기도 화성시청,2025-01-31,I,2026-05-15 18:45:51,2025-10-20 09:56:49
5530000,202555300001000016,화성대어낚시터,저수지,경기도 화성시 비봉면 비봉로528번길 40,경기도 화성시 비봉면 삼화리 15-1번지,37.26042685,126.8529977,031-355-7350,2360,붕어+잉어,80,고정형,20000,낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,비봉습지공원,031-5189-3162,경기도 화성시청,2025-01-31,I,2026-05-15 18:45:51,2025-10-20 09:56:49
5530000,202555300001000012,서신레저바다낚시터,바다,경기도 화성시 서신면 화남공단로 79,경기도 화성시 서신면 송교리 42-21번지,37.16170633,126.6814562,031-357-9366,21450,돔류,300,고정형+부유형,70000,낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,제부도 해안산책로,031-5189-3162,경기도 화성시청,2025-01-31,I,2026-05-15 18:45:51,2025-10-20 09:56:49
5530000,202555300001000003,뚜루실내바다낚시터,기타,경기도 화성시 비봉면 쌍학길 75,경기도 화성시 비봉면 쌍학리 175-1번지,37.242891,126.897376,,145.6,돔류,32,없음,40000,낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,봉담호수공원,031-5189-3162,경기도 화성시청,2025-01-31,I,2026-05-15 18:45:51,2025-10-20 09:56:49
5530000,202555300001000007,화성락실내바다낚시터,기타,경기도 화성시 봉담읍 하가등리 379-12,경기도 화성시 봉담읍 하가등리 379-12,37.14559335,126.9308477,031-292-3855,153,돔류,34,없음,33000,낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,봉담호수공원,031-5189-3162,경기도 화성시청,2025-01-31,I,2026-05-15 18:45:51,2025-10-20 09:56:49
5530000,202555300001000004,루피실내바다낚시터,기타,경기도 화성시 향남읍 포승향남로 3864,경기도 화성시 향남읍 하길리 985-1번지,37.082231,126.922736,031-352-3930,127.5,돔류,31,없음,40000,낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,봉담호수공원,031-5189-3162,경기도 화성시청,2025-01-31,I,2026-05-15 18:45:51,2025-10-20 09:56:49
5530000,202555300001000018,덕우낚시터,저수지,경기도 화성시 봉담읍 삼천병마로 709,경기도 화성시 봉담읍 덕리 70-3번지,37.17108351,126.9358869,031-298-9116,699173,붕어+잉어,220,고정형+부유형,15000,낚시터 전체,구명부환+소화기+구급약품 등,관리소+화장실+쓰레기통,봉담호수공원,031-5189-3162,경기도 화성시청,2025-01-31,I,2026-05-15 18:45:51,2025-10-20 09:56:49
5540000,202555400001000008,한일낚시터,저수지,경기도 광주시 도척면 옛진말길 63-1,경기도 광주시 도척면 진우리 252,37.326982,127.329585,031-762-7887,0.9,붕어+잉어,90,고정형,30000,,소화기+구명조끼+구명줄+구명부환,화장실+세면소+쓰레기통+통신장비,,031-760-2438,경기도 광주시청,2026-05-22,U,2026-05-28 03:03:03,2026-05-27 17:21:31
5540000,202555400001000007,추곡낚시터,저수지,경기도 광주시 도척면 추곡길 91,경기도 광주시 도척면 추곡리 386-3,37.280897,127.285867,031-762-1269,1.6,붕어+향어+잉어+메기,48,고정형,30000,,안전사다리+소화기+구명조끼+구명줄+구명부환,화장실+세면소+쓰레기통+통신장비,,031-760-2438,경기도 광주시청,2026-05-22,U,2026-05-28 03:03:03,2026-05-27 17:21:41
5540000,202555400001000005,양벌낚시터,저수지,경기도 광주시 양촌길 218,경기도 광주시 양벌동 767-1,37.369619,127.258023,031-766-2539,1.2,붕어+잉어,50,고정형,30000,,소화기+구명조끼+구명줄+구명부환,화장실+세면소+쓰레기통+통신장비,,031-760-2438,경기도 광주시청,2026-05-22,U,2026-05-28 03:03:03,2026-05-27 17:22:03
5540000,202555400001000006,진우낚시터,저수지,경기도 광주시 도척면 저수지길 182,경기도 광주시 도척면 진우리 산55-31,37.311647,127.351043,031-762-7913,6.4,붕어+잉어,250,고정형,30000,,소화기+구명조끼+구명줄+구명부환,화장실+세면소+쓰레기통+통신장비,,031-760-2438,경기도 광주시청,2026-05-22,U,2026-05-28 03:03:03,2026-05-27 17:21:53
5580000,202355800001000002,도곡낚시터,기타,충청남도 계룡시 엄사면 배울길 129,,36.2575,127.2092,,1980,잉어+붕어,50,고정형,"10,000원",,구명부환+구명조끼+소화기,화장실+분리수거통,,,계룡시 농림과,2023-03-09,I,2026-05-15 18:45:51,2023-03-09 11:25:18
5580000,202355800001000001,광석낚시터,저수지,충청남도 계룡시 엄사면 광석향한2길 58,,36.2714,127.2196,,7600,잉어+붕어,50,고정형,"10,000원",,구명부환+구명조끼+소화기,화장실+분리수거통,,,계룡시 농림과,2023-03-09,I,2026-05-15 18:45:51,2023-03-09 11:25:18
5590000,202055900001000017,삼하낚시터,평지,"경기도 양주시 장흥면 일영로327번길 247, 삼하낚시터",경기도 양주시 장흥면 삼하리 198-4,37.67330775,126.9088062,031-871-0047,4600,"붕어,잉어",210,잔교형좌대,"30,000",-,"구명환.조끼,구급약,소화기,구내방송","화장실,매점,관리사무실",-,,개인,2026-05-11,I,2026-05-15 18:45:51,2026-05-12 09:51:45
5590000,202055900001000006,신암저수지낚시터,저수지,경기도 양주시 남면 감악산로 514번길 365,경기도 양주시 남면 신암리 158,37.91971034,126.9640752,031-863-5882,49500,"붕어,잉어",45,잔교형좌대,"30,000",-,"구명환.조끼,구급약,소화기,구내방송","화장실,매점,관리사무실",-,031-950-3203,한국농어촌공사,2026-05-11,I,2026-05-15 18:45:51,2026-05-11 17:49:54
5590000,202055900001000016,은현피싱타운,평지,경기도 양주시 은현면 그루고개로490번길 49-27,경기도 양주시 은현면 도하리 120-4,37.85146262,127.0157938,031-863-8935,3500,"붕어,잉어",80,잔교형좌대,"80,000",-,"구명환.조끼,구급약,소화기,구내방송","화장실,매점,관리사무실",-,,개인,2026-05-11,I,2026-05-15 18:45:51,2026-05-11 17:45:05
5590000,202055900001000004,살구골낚시터,평지,"경기도 양주시 은현면 그루고개로371번길 97-23, 살구골낚시터 관리실",경기도 양주시 은현면 도하리 산 66-10,37.84001046,127.0042246,031-868-2683,19200,"붕어,잉어",110,잔교형좌대,"25,000",-,"구명환.조끼,구급약,소화기,구내방송","화장실,매점,관리사무실",-,031-8082-6132,시유지,2026-05-11,I,2026-05-15 18:45:51,2026-05-12 10:09:02
5590000,202055900001000019,일영낚시터,평지,경기도 양주시 장흥면 일영로769번길 25-25,경기도 양주시 장흥면 일영리 534,37.70596996,126.9315963,031-855-5520,2233,"붕어,잉어",65,잔교형좌대,"30,000",-,"구명환.조끼,구급약,소화기,구내방송","화장실,관리사무실,매점",삼상리유원지,,개인,2026-05-11,I,2026-05-15 18:45:51,2026-05-11 17:40:28
5590000,202055900001000008,효촌낚시터,저수지,"경기도 양주시 남면 휴암로284번길 241, 효촌낚시터 관리실",경기도 양주시 남면 구암리 328,37.87937325,126.9561064,031-871-1323,288000,"붕어,잉어",117,잔교형좌대,"일반30,000원(손맛15,000)",-,"구명환.조끼,구급약,소화기,구내방송","화장실,매점,관리사무실",-,031-950-3203,한국농어촌공사,2026-05-11,I,2026-05-15 18:45:51,2026-05-12 10:04:51
5590000,202055900001000012,칠봉산낚시터,평지,경기도 양주시 천보산로 201,경기도 양주시 회암동 194,37.85687137,127.0985831,031-866-1577,22500,"붕어,잉어",30,잔교형좌대,"30,000",-,"구명환.조끼,구급약,소화기,구내방송","화장실,매점,관리사무실",-,,개인,2026-05-11,I,2026-05-15 18:45:51,2026-05-11 17:38:59
5590000,202055900001000007,남방낚시터,저수지,경기도 양주시 양주산성로 280-7,경기도 양주시 어둔동 159,37.77576379,127.0180123,031-845-4855,74800,"붕어,잉어",85,잔교형좌대,"일반30,000(캠핑형40,000원)",-,"구명환.조끼,구급약,소화기,구내방송","화장실,매점,관리사무실",-,031-950-3203,한국농어촌공사,2026-05-11,I,2026-05-15 18:45:51,2026-05-11 17:51:25
5590000,202055900001000014,동산낚시터,평지,경기도 양주시 남면 감악산로514번길 54-20,경기도 양주시 남면 신암리 99-4,37.90829399,126.9653998,031-863-0002,1900,"붕어,잉어",35,잔교형좌대,"25,000",-,해당사항 없음,"화장실,매점,관리사무소","구명환.조끼,구급약,소화기,구내방송",,개인,2026-05-11,I,2026-05-15 18:45:51,2026-05-11 17:43:22
5590000,202055900001000015,장자원낚시터,평지,경기도 양주시 장흥면 일영로502번길 2-105,경기도 양주시 장흥면 삼상리 455-1,37.68574374,126.9285218,031-855-7244,3618,"붕어,잉어",120,잔교형좌대,"30,000",-,"구명환.조끼,구급약,소화기,구내방송","화장실,매정,관리사무실",장자원유원지,,개인,2026-05-11,I,2026-05-15 18:45:51,2026-05-11 17:42:06
5590000,202355900001000017,원실내바다낚시터,평지,경기도 양주시 율정로165번길 74-11 (율정동),경기도 양주시 율정동 160,37.82484,127.1062,,108,"붕어,바다가제 등",24,실내낚시터,"30,000~",,"구명분환 2개, 소화기 4개, 구급약함 1개 등","화장실, 사무실 등",,,원실내바다낚시,2026-05-11,I,2026-05-15 18:45:51,2026-05-11 17:47:04
5590000,202055900001000011,원당낚시터,저수지,"경기도 양주시 남면 삼육사로327번길 426-19, 원당낚시터",경기도 양주시 남면 황방리 369,37.92235363,126.9869436,031-865-5206,118390,"붕어,잉어",100,잔교형좌대,"일반30,000원(손맛15,000)",-,"구명환.조끼,구급약,소화기,구내방송","화장실,매점,관리사무실",-,031-950-3203,한국농어촌공사,2026-05-11,I,2026-05-15 18:45:51,2026-05-12 09:53:56
5590000,202655900001000017,양주헤라스팟,평지,"경기도 양주시 남면 현석로 781-14, 양주헤라스팟",경기도 양주시 남면 경신리 222,37.85163350518,126.9821598037,,3899,떡붕어,100,잔교형좌대,"20,000원",-,"구명환,구명조끼,소화기,응급구급약,구명줄","관리실,매점,화장실",,,공유부지(시유지),2026-05-11,I,2026-05-15 18:45:51,2026-05-11 18:03:46
5590000,202055900001000003,용암낚시터,저수지,"경기도 양주시 은현면 화합로1169번길 127, 용암낚시터 관리실",경기도 양주시 은현면 용암리 348-4,37.85284499,127.0500455,031-858-4797,4300,"붕어,잉어",20,잔교형좌대,"20,000",-,"구명환.조끼,구급약,소화기,구내방송","화장실,매점,관리사무실",-,031-8082-6132,시유지,2026-05-11,I,2026-05-15 18:45:51,2026-05-12 10:10:07
5590000,202055900001000018,송추낚시터,평지,경기도 양주시 장흥면 호국로 586-24,경기도 양주시 장흥면 울대리 426-1,37.7177652,126.9792169,031-826-0529,2100,붕어,70,잔교형좌대,"30,000",-,"구명환.조끼,구급약,소화기,구내방송","화장실,매점,관사무실",북한산 송추계곡 등산로,,개인,2026-05-11,I,2026-05-15 18:45:51,2026-05-11 17:42:45
5590000,202055900001000010,봉암낚시터,저수지,경기도 양주시 남면 양연로173번길 82-28,경기도 양주시 남면 황방리 230,37.9234617,126.994659,031-863-7679,170000,"붕어,잉어,송어",128,잔교형좌대,"25,000",-,"구명환.조끼,구급약,소화기,구내방송","화장실,매점,관리사무실",-,031-950-3203,한국농어촌공사,2026-05-11,I,2026-05-15 18:45:51,2026-05-11 17:50:49
5590000,202055900001000013,광사낚시터,평지,경기도 양주시 부흥로 1864-40,경기도 양주시 광사동 373-10,37.7885519,127.0709504,031-847-0520,2067,"붕어,잉어",90,잔교형좌대,"30,000",-,"구명환.조끼,구급약,소화기,구내방송","화장실,매점,관리사무실",-,,개인,2026-05-11,I,2026-05-15 18:45:51,2026-05-11 17:41:24
5600000,202256000001000038,황금연못,저수지,경기도 포천시 신북면 포천로 2371,,37.96116913,127.1933304,,5000,붕어,50,고정형,"30,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:05
5600000,202256000001000042,밤밭실내낚시터,저수지,경기도 포천시 가산면 포천로 912번길 143-94,,37.84250079,127.2136439,,400,뱀장어+바닷가재,79,고정형,"(평일 2시간)40,000+(평일 3시간)60,000+(주말 야간)70,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:05
5600000,202256000001000041,우금,저수지,경기도 포천시 가산면 우금6길 43-44,,37.84002891,127.2164266,,5662,붕어,60,고정형,"(노지)30,000+(방갈로)평일80,000,주말100,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:05
5600000,202256000001000027,중리테마파크,저수지,경기도 포천시 관인면 지장산길 65,,38.10167638,127.1992908,,94000,붕어,100,부유형+고정형,"(잔교좌대)30,000+(손맛터)20,000+(2인방갈로)평일100,000,주말120,000+(3인방갈로)평일120,000,주말150,000+(5인방갈로)평일180,000,주말230,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:04
5600000,202256000001000044,수목원,저수지,경기도 포천시 소흘읍 직동리 80-4,경기도 포천시 소흘읍 직동리 80-4,37.76614895,127.1690342,,1150,뱀장어+바닷가재,40,고정형,"30,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:05
5600000,202256000001000032,직두리,저수지,경기도 포천시 군내면 진구자리1길 14,,37.87725794,127.2300427,,2900,붕어,70,고정형,"(평일)20,000+(주말)30,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:04
5600000,202256000001000036,동교,저수지,경기도 포천시 동교동 670-3,경기도 포천시 동교동 670-3,37.85092126,127.1224802,,34000,붕어,134,부유형+고정형,"(2인방갈로)100,000+(3인방갈로)140,000+(4인방갈로)170,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:05
5600000,202256000001000047,길명,저수지,경기도 포천시 일동면 영일로 316,,37.94734418,127.2596293,,3220,붕어,69,고정형,"30,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:05
5600000,202256000001000029,지청,저수지,경기도 포천시 일동면 청지로 150-41,,37.95845374,127.3300224,,10355,붕어,80,고정형,"30,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:04
5600000,202256000001000028,금주,저수지,경기도 포천시 영중면 물안길 135,,37.97376415,127.2701662,,159000,붕어,101,부유형+고정형,"(2인방갈로)80,000+(4인방갈로)180,000+(6인방갈로)250,000+(8인방갈로)300,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:04
5600000,202256000001000039,태산,저수지,경기도 포천시 영북면 호국로 3421번길 8,,38.04295578,127.2655168,,4400,붕어+뱀장어,81,고정형,"30,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:05
5600000,202256000001000040,초원,저수지,경기도 포천시 자작동 자작로3길85,,37.87683209,127.1691193,,27000,붕어,80,부유형+고정형,"(노지)30,000+(2인방갈로)50,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:05
5600000,202256000001000046,고일,저수지,경기도 포천시 신북면 포천로 2721번길 157,,37.97524619,127.1728453,,63550,붕어,50,고정형,"30,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:05
5600000,202256000001000034,무네미,저수지,경기도 포천시 군내면 유교리 88번길 43,,37.86690636,127.1949493,,2000,붕어,71,부유형+고정형,"(노지)30,000+(1인방갈로)토제외40,000,토50,000+(2인방갈로)100,000+(4인방갈로)200,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:04
5600000,202256000001000045,금강,저수지,경기도 포천시 일동면 새낭로 66,,37.98426442,127.3346887,,4490,붕어,25,고정형,"30,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:05
5600000,202256000001000030,마전,저수지,경기도 포천시 가산면 마전길 129-1,,37.84907203,127.2139254,,18000,붕어,168,부유형+고정형,"(육상방갈로,노지)30,000+(1인방갈로)50,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:04
5600000,202256000001000035,내촌,저수지,경기도 포천시 내촌면 내진로 30번길 64,,37.7872828,127.2235448,,7546,붕어,250,고정형,"10,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:04
5600000,202256000001000043,동교실내,저수지,경기도 포천시 동교동 원동교길 268,,37.85123047,127.1226637,,970,붕어+뱀장어,70,고정형,"10,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:05
5600000,202256000001000033,새마을,저수지,경기도 포천시 군내면 좌의길 79,,37.86264904,127.2152827,,15000,붕어,30,고정형,"10,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:04
5600000,202256000001000037,수목원레저,저수지,경기도 포천시 소흘읍 직동길 28,,37.76563953,127.1700127,,4832,붕어,70,고정형,"50,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:05
5600000,202256000001000025,밤밭,저수지,경기도 포천시 가산면 포천로 912번길 143-94,,37.84250079,127.2136439,,58312,붕어,200,부유형+고정형,"30,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:04
5600000,202256000001000048,운천낚시공원,저수지,경기도 포천시 영북면 호국로 4350번길 136-204,,38.09911938,127.2972835,,2960,붕어,20,고정형,"30,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:05
5600000,202256000001000026,가산낚시터,저수지,경기도 포천시 가산면 우금길 13-32,,37.82549928,127.2125165,,172132,붕어,210,부유형+고정형,"(노지)30,000+(1인 수상방갈로)50,000+(2인수상방갈로)100,000+(4인수상방갈로)170,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:04
5600000,202256000001000031,용담대물,저수지,경기도 포천시 관인면 사정리 384-3,경기도 포천시 관인면 사정리 384-3,38.13744071,127.2617286,,20000,붕어,70,부유형+고정형,"(2인방갈로)평일80,000,주말100,000+(6인방갈로)평일100,000,주말120,000",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 포천시청,2022-10-31,I,2026-05-15 18:45:51,2022-11-28 16:45:04
5670000,202556701561000012,원전어촌계 (삼정)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38,,507,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",24,수상 방갈로,"주간기준 25,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4475,창원시 마산합포구청,2025-05-12,I,2026-05-15 18:45:51,2025-05-12 17:48:49
5670000,202556701561000001,원전어촌계 (태진)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38,,570.4,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",28,수상 방갈로,"주간기준 25,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4475,창원시 마산합포구청,2025-05-12,I,2026-05-15 18:45:51,2025-05-12 17:48:49
5670000,202556701561000025,실리도 어촌계 (금양)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.03,128.38,,490,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",23,수상 방갈로,"주간기준 25,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4475,창원시 마산합포구청,2025-05-12,I,2026-05-15 18:45:51,2025-05-12 17:48:49
5670000,202556701561000021,실리도 어촌계 (선창2)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.03,128.38,,472.5,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",20,수상 방갈로,"주간기준 25,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4475,창원시 마산합포구청,2025-05-12,I,2026-05-15 18:45:51,2025-05-12 17:48:49
5670000,202556701561000020,실리도 어촌계 (한마음1)낚시터,바다,경상남도 창원시 마산합포구 구산면 실리섬길 3,경상남도 창원시 마산합포구 구산면 심리 산 1번지 앞 지선 해역 일원,35.03,128.38,,379.5,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",12,수상 방갈로,"주간기준 25,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4475,창원시 마산합포구청,2025-05-12,I,2026-05-15 18:45:51,2025-05-12 17:48:49
5670000,202556701561000015,원전어촌계 (바다)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 4-4번지 앞 지선 해역 일원,35.04,128.38,,540,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",28,수상 방갈로,"주간기준 30,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4475,창원시 마산합포구청,2025-05-12,I,2026-05-15 18:45:51,2025-05-12 17:48:49
5670000,202556701561000014,원전어촌계 (뱃머리)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38,,540,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",27,수상 방갈로,"주간기준 25,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4475,창원시 마산합포구청,2025-05-12,I,2026-05-15 18:45:51,2025-05-12 17:48:49
5670000,202556701561000008,원전어촌계 (쌍둥이1)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.03,128.38,,507.6,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",25,수상 방갈로,"주간기준 25,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4475,창원시 마산합포구청,2025-05-12,I,2026-05-15 18:45:51,2025-05-12 17:48:49
5670000,202556701561000022,실리도 어촌계 (백마)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38,,490,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",23,수상 방갈로,"주간기준 25,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4475,창원시 마산합포구청,2025-05-12,I,2026-05-15 18:45:51,2025-05-12 17:48:49
5670000,202556701561000003,원전어촌계 (천수)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38,,532.8,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",28,수상 방갈로,"주간기준 25,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4475,창원시 마산합포구청,2025-05-12,I,2026-05-15 18:45:51,2025-05-12 17:48:49
5670000,202556701561000026,시락어촌계낚시터(3동),바다,경상남도 창원시 마산합포구 진전면 회진로 1123-25,경상남도 창원시 마산합포구 진전면 시락리 산 155-5번지 지선 공유수면,35.04,128.26,,1500,"도다리,돔류,기타 해면어류 등",45,수상 방갈로,"주간기준 150,000원/동당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4475,창원시 마산합포구청,2025-05-12,I,2026-05-15 18:45:51,2025-05-12 17:48:49
5670000,202556701561000016,원전어촌계 (대봉)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38,,534.6,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",27,수상 방갈로,"주간기준 25,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4475,창원시 마산합포구청,2025-05-12,I,2026-05-15 18:45:51,2025-05-12 17:48:49
5670000,202556701561000019,실리도 어촌계 (한마음2)낚시터,바다,경상남도 창원시 마산합포구 구산면 실리섬길 3,경상남도 창원시 마산합포구 구산면 심리 산 1번지 앞 지선 해역 일원,35.03,128.38,,476,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",17,수상 방갈로,"주간기준 25,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4475,창원시 마산합포구청,2025-05-12,I,2026-05-15 18:45:51,2025-05-12 17:48:49
5670000,202556701561000005,원전어촌계 (재영)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38,,540,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",28,수상 방갈로,"주간기준 25,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4475,창원시 마산합포구청,2025-05-12,I,2026-05-15 18:45:51,2025-05-12 17:48:49
5670000,202556701561000018,원전어촌계 (가고파)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38,,540,"도다리, 돔류, 볼락류,  장어류, 기타 해면어류 등",28,수상 방갈로,"주간기준 25,000원/인당",,구멍부환+구명조끼+소화기+구급약품,화장실+분리수거통,,055-220-4475,창원시 마산합포구청,2025-05-12,I,2026-05-15 18:45:51,2025-05-12 17:48:49
